# $a$ $x_\mathrm{HI}$ $\sigma_8$ $n_\mathrm{s}$ $h$ $\Omega_\mathrm{b}$ $\Omega_\mathrm{m}$ $\zeta_\mathrm{UV}$ $z_\mathrm{mid}$
1.539742e-01 2.926381e-01 7.873048e-01 9.241255e-01 6.772228e-01 4.948508e-02 3.402830e-01 2.126990e+01 6.053823e+00
1.570537e-01 2.378382e-01 7.873048e-01 9.241255e-01 6.772228e-01 4.948508e-02 3.402830e-01 2.126990e+01 6.053823e+00
1.601948e-01 1.862760e-01 7.873048e-01 9.241255e-01 6.772228e-01 4.948508e-02 3.402830e-01 2.126990e+01 6.053823e+00
1.633987e-01 1.384548e-01 7.873048e-01 9.241255e-01 6.772228e-01 4.948508e-02 3.402830e-01 2.126990e+01 6.053823e+00
1.666667e-01 9.533829e-02 7.873048e-01 9.241255e-01 6.772228e-01 4.948508e-02 3.402830e-01 2.126990e+01 6.053823e+00
2.749370e-02 9.997802e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
2.804357e-02 9.997802e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
2.860444e-02 9.997803e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
2.917653e-02 9.997803e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
2.976006e-02 9.997805e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.035526e-02 9.997806e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.096237e-02 9.997807e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.158162e-02 9.997807e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.221325e-02 9.997845e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.285751e-02 9.997845e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.351466e-02 9.997846e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.418496e-02 9.997846e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.486866e-02 9.997848e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.556603e-02 9.997848e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.627735e-02 9.997849e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.700290e-02 9.997849e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.774296e-02 9.997849e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.849782e-02 9.997859e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
3.926777e-02 9.997859e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.005313e-02 9.997860e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.085418e-02 9.997860e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.167127e-02 9.997860e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.250470e-02 9.997863e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.335479e-02 9.997863e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.422188e-02 9.997863e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.510632e-02 9.997864e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.600845e-02 9.997844e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.692862e-02 9.997812e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.786718e-02 9.997766e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.882453e-02 9.997879e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
4.980102e-02 9.997791e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
5.079706e-02 9.997597e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
5.181299e-02 9.997377e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
5.284923e-02 9.997116e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
5.390623e-02 9.996790e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
5.498436e-02 9.996309e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
5.608405e-02 9.995644e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
5.720572e-02 9.994724e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
5.834983e-02 9.993522e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
5.951683e-02 9.991971e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
6.070717e-02 9.989966e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
6.192131e-02 9.987463e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
6.315974e-02 9.984253e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
6.442294e-02 9.980276e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
6.571140e-02 9.975353e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
6.702561e-02 9.969311e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
6.836611e-02 9.962039e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
6.973345e-02 9.953115e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
7.112811e-02 9.942476e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
7.255067e-02 9.929878e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
7.400172e-02 9.914991e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
7.548172e-02 9.897470e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
7.699136e-02 9.876972e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
7.853121e-02 9.853181e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
8.010183e-02 9.825207e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
8.170389e-02 9.792760e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
8.333792e-02 9.755423e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
8.500467e-02 9.712778e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
8.670478e-02 9.664298e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
8.843891e-02 9.609316e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
9.020769e-02 9.546970e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
9.201181e-02 9.476711e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
9.385205e-02 9.397184e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
9.572909e-02 9.307396e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
9.764367e-02 9.206407e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
9.959654e-02 9.094146e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.015885e-01 8.968881e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.036203e-01 8.829250e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.056926e-01 8.674563e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.078065e-01 8.502961e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.099626e-01 8.311953e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.121619e-01 8.100862e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.144051e-01 7.870023e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.166932e-01 7.618431e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.190271e-01 7.342446e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.214076e-01 7.039621e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.238358e-01 6.708422e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.263125e-01 6.349314e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.288388e-01 5.956545e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.314155e-01 5.525414e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.340438e-01 5.050572e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.367247e-01 4.537109e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.394592e-01 3.989870e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.422484e-01 3.404478e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.450934e-01 2.788911e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.479952e-01 2.195240e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.509551e-01 1.637686e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.539742e-01 1.129971e-01 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.570537e-01 7.273944e-02 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.601948e-01 4.645764e-02 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.633987e-01 2.813464e-02 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
1.666667e-01 1.531793e-02 7.729473e-01 9.632142e-01 6.638900e-01 4.576988e-02 3.031654e-01 2.651322e+01 6.445839e+00
2.749370e-02 9.997802e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
2.804357e-02 9.997802e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
2.860444e-02 9.997803e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
2.917653e-02 9.997805e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
2.976006e-02 9.997806e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.035526e-02 9.997807e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.096237e-02 9.997845e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.158162e-02 9.997845e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.221325e-02 9.997846e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.285751e-02 9.997847e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.351466e-02 9.997848e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.418496e-02 9.997849e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.486866e-02 9.997849e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.556603e-02 9.997859e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.627735e-02 9.997860e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.700290e-02 9.997860e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.774296e-02 9.997860e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.849782e-02 9.997863e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
3.926777e-02 9.997863e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.005313e-02 9.997864e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.085418e-02 9.997991e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.167127e-02 9.998474e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.250470e-02 9.998474e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.335479e-02 9.998475e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.422188e-02 9.998475e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.510632e-02 9.998478e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.600845e-02 9.998478e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.692862e-02 9.998478e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.786718e-02 9.998479e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.882453e-02 9.998479e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
4.980102e-02 9.998385e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
5.079706e-02 9.998334e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
5.181299e-02 9.998255e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
5.284923e-02 9.998148e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
5.390623e-02 9.997990e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
5.498436e-02 9.997792e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
5.608405e-02 9.997498e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
5.720572e-02 9.997135e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
5.834983e-02 9.996678e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
5.951683e-02 9.996063e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
6.070717e-02 9.995267e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
6.192131e-02 9.994247e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
6.315974e-02 9.992910e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
6.442294e-02 9.991234e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
6.571140e-02 9.989066e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
6.702561e-02 9.986374e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
6.836611e-02 9.982947e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
6.973345e-02 9.978732e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
7.112811e-02 9.973564e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
7.255067e-02 9.967320e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
7.400172e-02 9.959718e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
7.548172e-02 9.950609e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
7.699136e-02 9.939822e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
7.853121e-02 9.927160e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
8.010183e-02 9.912162e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
8.170389e-02 9.894641e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
8.333792e-02 9.874102e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
8.500467e-02 9.850376e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
8.670478e-02 9.822890e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
8.843891e-02 9.791522e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
9.020769e-02 9.755967e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
9.201181e-02 9.715465e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
9.385205e-02 9.669644e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
9.572909e-02 9.617962e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
9.764367e-02 9.559667e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
9.959654e-02 9.493822e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.015885e-01 9.420342e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.036203e-01 9.338531e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.056926e-01 9.247868e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.078065e-01 9.147770e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.099626e-01 9.036977e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.121619e-01 8.915784e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.144051e-01 8.781165e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.166932e-01 8.632682e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.190271e-01 8.472228e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.214076e-01 8.298453e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.238358e-01 8.111215e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.263125e-01 7.908956e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.288388e-01 7.689693e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.314155e-01 7.452412e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.340438e-01 7.197376e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.367247e-01 6.921532e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.394592e-01 6.626438e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.422484e-01 6.307937e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.450934e-01 5.959725e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.479952e-01 5.587518e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.509551e-01 5.193682e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.539742e-01 4.781696e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.570537e-01 4.357288e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.601948e-01 3.907295e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.633987e-01 3.436480e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
1.666667e-01 2.969015e-01 8.074402e-01 9.668870e-01 6.440266e-01 5.636646e-02 2.509964e-01 2.222125e+01 5.563420e+00
2.749370e-02 9.997802e-01 8.333629e-01 9.761358e-01 6.683430e-01 4.819628e-02 3.474013e-01 1.923437e+01 7.121330e+00
2.804357e-02 9.997802e-01 8.333629e-01 9.761358e-01 6.683430e-01 4.819628e-02 3.474013e-01 1.923437e+01 7.121330e+00
2.860444e-02 9.997803e-01 8.333629e-01 9.761358e-01 6.683430e-01 4.819628e-02 3.474013e-01 1.923437e+01 7.121330e+00
