# $\sigma_8$ $n_\mathrm{s}$ $h$ $\Omega_\mathrm{b}$ $\Omega_\mathrm{m}$ $\zeta_\mathrm{UV}$ $T_\mathrm{vir}$ $E_0$ $L_\mathrm{X}$
8.762902374565602059e-01 9.381313230842351913e-01 6.784174744039773719e-01 5.712132913991808947e-02 3.192791350185871235e-01 3.352458453271538019e+01 4.401242043823003769e+00 7.054647582583129406e+02 3.974476993642747402e+01
8.774236421287060494e-01 9.790866662561893419e-01 6.263492897152900252e-01 4.968779554590582737e-02 3.658401018381118863e-01 2.486500192899256945e+01 4.529089858010411085e+00 5.781095590442419052e+02 3.945809167996048927e+01
7.856196667253970700e-01 9.462929473072290154e-01 7.167864153534173610e-01 5.546315599232912175e-02 3.077612885832786693e-01 3.052068729419261217e+01 4.345600608363747064e+00 1.000756759475916624e+03 4.006445221044123173e+01
7.515824766457080974e-01 9.953464619070291342e-01 6.497946159541606592e-01 4.070419242605567006e-02 2.487572211027145319e-01 3.217531894333660603e+01 4.678477442637086092e+00 9.634772191755473614e+02 4.065656880289316177e+01
8.209894488751888764e-01 9.275527234375476882e-01 6.802141954749822972e-01 5.382267463952302572e-02 3.469968435168266363e-01 2.276874666102230549e+01 4.496146385744213880e+00 4.861111309379339218e+02 3.980148953758180141e+01
8.547832511365414110e-01 9.815202181786298885e-01 7.057535901293158220e-01 5.106829691678285710e-02 3.221480973064899667e-01 2.587506709620356560e+01 4.619415897876024246e+00 7.803054850548505783e+02 4.093006986938416958e+01
7.629548807442187996e-01 9.343527144193649603e-01 6.162864733114838955e-01 4.408257117494941008e-02 2.639764533936977409e-01 2.778166620060801506e+01 4.406031631678342997e+00 3.029402400366961956e+02 3.954351047426462173e+01
8.192570473253727448e-01 9.627603268623352584e-01 6.973119313642381911e-01 5.942842591553926246e-02 2.826298756897449582e-01 3.456278955098241568e+01 4.569987162202596487e+00 7.332660759799182415e+02 3.920032624341547489e+01
8.886395864188672000e-01 9.505928050726651923e-01 6.678550221398472653e-01 4.509835770353674833e-02 3.806401012837886677e-01 2.140713458415120840e+01 4.355441746860742036e+00 1.155912433192133904e+03 4.033767861500382423e+01
8.975281108915805772e-01 9.937252029776573181e-01 6.888159083575010611e-01 4.326984509825706343e-02 3.140226681530475794e-01 2.358370709232985973e+01 4.630418365821242332e+00 8.460341040976345539e+02 4.084397195279598236e+01
8.094309441745280997e-01 9.208927013725042299e-01 6.592416681349276830e-01 5.126708554103970306e-02 3.721013103425502844e-01 3.298661726526916027e+01 4.444962299987674115e+00 3.671281965449452400e+02 3.973907497338950634e+01
7.733668933808803825e-01 9.724654480069876428e-01 7.141324258595704855e-01 4.725377127528190835e-02 3.507550187408924325e-01 2.948582863900810480e+01 4.580957536026835086e+00 6.689657064154744148e+02 3.902098181471228600e+01
8.440588171780110116e-01 9.446329656243324102e-01 6.245482641458510731e-01 5.790663348510861203e-02 2.525155304372310727e-01 2.383380538318306208e+01 4.394343283399939182e+00 1.090076554287225008e+03 4.037655066139996052e+01
8.301855738461018097e-01 9.656704682856798172e-01 6.430562661960721460e-01 5.691125797107815520e-02 2.777158361673355280e-01 2.061031281482428312e+01 4.521122416853904369e+00 6.263683875091373920e+02 3.926298497803509235e+01
7.420737777650355804e-01 9.584641925990581290e-01 6.735931758210063069e-01 4.762560352683067183e-02 3.358873471617698780e-01 3.376230567228049040e+01 4.303451998531818035e+00 1.047478358633816242e+03 4.015003135427832603e+01
7.957143132388592166e-01 9.894300900399685128e-01 6.327360776439309165e-01 5.355141626670956168e-02 3.968811625242233410e-01 2.882733974605798721e+01 4.670526741445065078e+00 9.168663131073117256e+02 4.061723902635276318e+01
8.663915695250035132e-01 9.372238326817751153e-01 7.232902472838759200e-01 4.160891935229301536e-02 2.988711091876030124e-01 2.692440275102853775e+01 4.454017466306686046e+00 4.379612823016941547e+02 3.998135279119014740e+01
8.642009486258029893e-01 9.863358709216117903e-01 6.568260091170667891e-01 5.919041868299245585e-02 3.428106969594955644e-01 3.336534063797444105e+01 4.334738209098577322e+00 8.699053720571100712e+02 3.964262523688375950e+01
7.935299389064311981e-01 9.392074336856603978e-01 6.863078597560524630e-01 4.596144376322627151e-02 2.408114621043205283e-01 2.026733528356999159e+01 4.539908675104380009e+00 4.488082638010382652e+02 4.075673829391598701e+01
7.498831425607204171e-01 9.675955494493245768e-01 6.202556256577372862e-01 5.004902061074972125e-02 3.019669800996780396e-01 2.708053402602672577e+01 4.485328138619661509e+00 5.872993519529700279e+02 4.047586905024945736e+01
8.380012042820453866e-01 9.554670932888984503e-01 7.097550224140286579e-01 4.447692630812526138e-02 3.638054069876671126e-01 2.892759524285793304e+01 4.689337366074323832e+00 1.066191519889980555e+03 3.911291518062353134e+01
8.468730552494525554e-01 9.742294723540544377e-01 6.762180382013320834e-01 4.031716166064143458e-02 3.889270563423633531e-01 3.238367646001279354e+01 4.413724106922745527e+00 6.572569848038256168e+02 4.024950256198644638e+01
7.761776505410671323e-01 9.414748100936413122e-01 6.458238578587770506e-01 5.483462687581777684e-02 2.871767495572566942e-01 2.303658484481275082e+01 4.611680220440030453e+00 1.136148289404809475e+03 3.935507070086896420e+01
8.022452156245708510e-01 9.904697750508785203e-01 7.277847541868686099e-01 4.883203385397792001e-02 2.656699712574481786e-01 2.466285998467355967e+01 4.363178380206226947e+00 8.281826829537749290e+02 3.988499437645077705e+01
8.903388442099094968e-01 9.227150929719210026e-01 6.373803662508725765e-01 5.569383915513753669e-02 3.275816975533962228e-01 3.026083851698786020e+01 4.562292585149407387e+00 4.070864380337297916e+02 4.053009715117514133e+01
8.808290056884289232e-01 9.608572186529636960e-01 7.192885901406407267e-01 5.253707760944962418e-02 2.570531339943408766e-01 2.809804001823067665e+01 4.437220232188701985e+00 7.159502483904361725e+02 4.003822152130305767e+01
8.114426232874393241e-01 9.536118767410517449e-01 6.287671573087573185e-01 4.199833206832408877e-02 3.590525411069393491e-01 2.625464091077446938e+01 4.638104450702667414e+00 1.193302610423415899e+03 3.942557412385940552e+01
7.651442761719227104e-01 9.845973471552134093e-01 6.845970154181122425e-01 5.667815024033188986e-02 3.775441797077656036e-01 2.134620004799216986e+01 4.386654713749885026e+00 7.709176152013242245e+02 3.983046680875122547e+01
8.569688604772091045e-01 9.323520238697529106e-01 6.540855040773748685e-01 4.848378531634807420e-02 3.157056199014187103e-01 3.444054329302161932e+01 4.588700176775455830e+00 3.482841409742832184e+02 4.069390813633799553e+01
8.281739710271358579e-01 9.985750346630811736e-01 6.135174133628606974e-01 4.639314822852611681e-02 2.909355348348617865e-01 3.110166639555245638e+01 4.314264808222651126e+00 9.251909695565700531e+02 3.957257954403758049e+01
7.587729592621326180e-01 9.257034760713577226e-01 7.031338541209697368e-01 5.814218277111649069e-02 3.926859757304191900e-01 2.550734997261315584e+01 4.510254010185599682e+00 5.025583519600331783e+02 4.096750050969421864e+01
7.828041936457157401e-01 9.773348486423492076e-01 6.632126591354607914e-01 4.287799112498760085e-02 3.338424664735794023e-01 2.197631650604307652e+01 4.464883780106902122e+00 5.336617304943501949e+02 4.031160026788711548e+01
8.746141104400158017e-01 9.494633101671934305e-01 6.928118398785590992e-01 5.228386575356125388e-02 2.719305691123008462e-01 3.131974601186811924e+01 4.659714884683490155e+00 1.011013235896825790e+03 3.916796152107417583e+01
8.714246116578578949e-01 9.965708906203508688e-01 7.131042975932360140e-01 5.598760895431041662e-02 3.844464309513568878e-01 3.421330523211508989e+01 4.478630364313721302e+00 1.179234544001519680e+03 4.080559791065752506e+01
7.808469851315021915e-01 9.288162092864513664e-01 6.225899529457091797e-01 4.916303509846329384e-02 2.813632117211818384e-01 2.106039684731513262e+01 4.696703665331006583e+00 7.020890356041491032e+02 3.966798624768853188e+01
7.569899238646030648e-01 9.778305147588253199e-01 6.915359454602002520e-01 5.450431220233439844e-02 2.601749821007251495e-01 2.646720287390053272e+01 4.329622818902135073e+00 3.341173709370195866e+02 3.907583913765847683e+01
8.251232449710369510e-01 9.450758517533540681e-01 6.610315366089344336e-01 4.002285772934555813e-02 3.234098933637142292e-01 2.836922434158623219e+01 4.545729211345315157e+00 7.569834446534514427e+02 4.046216953545808792e+01
8.587500397861004275e-01 9.639945194125175698e-01 6.349946961179375737e-01 4.476817840710282242e-02 3.482288104295730991e-01 3.159101521596312523e+01 4.369737251847982229e+00 5.164641967043280602e+02 3.933361590653657913e+01
7.681968463957309368e-01 9.518660631030798625e-01 7.246040343865751687e-01 5.038238696753978563e-02 2.450624880194663957e-01 2.218902057036757469e+01 4.554790530353784561e+00 9.393311337567865849e+02 4.018892416916787624e+01
8.146303160488606032e-01 9.802347620576620235e-01 6.415667049959301593e-01 4.562861138954758811e-02 3.065244621038437089e-01 2.522140277083963156e+01 4.418789190798998234e+00 1.024902774486690760e+03 4.053207788243889809e+01
8.827880321443081213e-01 9.331063249707222118e-01 6.711587975546717821e-01 5.889847986400127688e-02 3.695397040247917486e-01 3.087434155400842428e+01 4.605806230753660024e+00 5.477564027532935143e+02 3.992597664333879948e+01
8.935467500984668465e-01 9.712484555691480725e-01 6.480706833302974923e-01 5.199169812723994366e-02 2.951048880815506092e-01 2.918366978876292706e+01 4.380831317231058897e+00 4.629862203262746334e+02 3.938843339495360851e+01
8.041841720044613506e-01 9.433769160509110074e-01 6.775454457849263701e-01 4.254492994397878619e-02 3.981882795691490395e-01 2.727798621170222759e+01 4.593812706694007097e+00 8.838764749467372894e+02 4.002457912266254425e+01
7.779788999259471538e-01 9.949885666370391624e-01 6.283735296130180670e-01 5.847593067213892326e-02 3.396486705541610918e-01 2.002593873534351587e+01 4.429863279685378075e+00 1.080468180030584335e+03 4.074270279891788960e+01
8.499054123461247112e-01 9.221170090883971104e-01 7.178658238798379942e-01 4.668478187173605298e-02 2.764136263728141918e-01 3.318250922951847315e+01 4.644811571761965574e+00 6.013434126041829586e+02 3.985588520392775536e+01
8.361993290483951125e-01 9.881838072836399700e-01 6.997975898906588776e-01 4.818909998983144510e-02 2.513212688267230654e-01 3.007792032789438963e+01 4.470754526555538177e+00 1.122132554557174444e+03 4.096942418441176414e+01
7.468514184653758381e-01 9.359384844452143248e-01 6.694105120375751783e-01 5.634745417162775882e-02 3.544877253472805134e-01 2.442131943535059690e+01 4.654646557569503962e+00 6.430069305002689362e+02 3.961362655647099018e+01
7.903214381635188523e-01 9.669436005502939357e-01 7.044910904392599482e-01 4.232956226915120940e-02 3.733004684746265567e-01 2.323417913168668747e+01 4.321775826811790289e+00 3.930870093405246735e+02 3.914644940197467804e+01
8.622625799477100506e-01 9.596982581913471311e-01 6.140937906876205998e-01 5.283107636496424397e-02 3.102850554883480050e-01 3.263983588665723801e+01 4.503704102337360737e+00 8.139781205914914608e+02 4.025108688883483410e+01
8.694519944489002006e-01 9.688516800850629496e-01 6.826295525208115889e-01 4.539304303005337743e-02 3.263918681442737890e-01 2.407580274622887373e+01 4.685884750634431661e+00 3.811825300566852093e+02 4.012496586516499519e+01
7.975070284307003154e-01 9.566841572523117065e-01 6.530628725513816235e-01 5.975912198424339350e-02 2.693970392644405298e-01 2.966920364182442427e+01 4.489492671936750057e+00 8.602935712784528732e+02 3.947960358299314976e+01
7.440408186614513308e-01 9.851114916801452237e-01 7.210729618743061398e-01 4.375134097412228251e-02 2.883617193996906303e-01 3.272999912500381470e+01 4.534869005531072972e+00 1.104037330672144890e+03 3.976044230908155441e+01
8.333849240839481531e-01 9.379439889639615835e-01 6.314963461086153806e-01 5.077429816126823037e-02 3.852048574388027280e-01 2.338565409183502197e+01 4.340440777689217988e+00 6.831608022563159466e+02 4.065464540384709835e+01
8.420899201929569200e-01 9.917551948130131079e-01 6.645355979353189113e-01 5.411484226584434287e-02 3.600338429212570635e-01 2.672649375163018703e+01 4.562526496127247810e+00 1.033256656955927610e+03 3.951809235475957394e+01
7.701693873107433586e-01 9.239614567905665155e-01 6.950649616122245300e-01 4.103725360706448472e-02 3.032782146334648266e-01 2.857080838643014431e+01 4.362045058980584145e+00 6.123792853206396103e+02 4.088127499073743820e+01
8.063687132298946736e-01 9.729953256994485766e-01 6.110885318368672880e-01 5.512940809130668918e-02 2.445878845453262340e-01 3.394559579435735941e+01 4.613500899448990999e+00 4.237284209579229355e+02 4.035132079757750034e+01
8.957372136414051278e-01 9.402016063034535076e-01 7.016351412236689900e-01 4.939616190269589119e-02 3.414945945143699757e-01 2.085216807667165995e+01 4.411052655056119320e+00 9.028403053991496563e+02 3.923746724799275398e+01
8.855974160134791884e-01 9.833339328318834172e-01 6.175923655554652614e-01 4.131766725331544737e-02 2.731584137678146340e-01 2.255649941042065620e+01 4.586126330494880499e+00 9.868122624233365059e+02 3.969809290766716003e+01
8.174459274113178298e-01 9.311276762187481459e-01 7.080219309404491845e-01 5.321804990991949730e-02 3.301530715823173812e-01 3.190450655296444893e+01 4.388573099672794520e+00 5.639599283225834370e+02 4.084199096076190472e+01
7.610062064230441736e-01 9.620742331445217843e-01 6.579145764932036178e-01 4.795843590050935523e-02 3.914630275964737227e-01 3.074755342211574316e+01 4.637068836390972670e+00 4.722601910121738911e+02 4.043712879344820976e+01
8.515656845271587505e-01 9.548679567128419698e-01 6.883266100659966025e-01 5.720319679006934110e-02 2.946200236678123696e-01 2.515049041714519262e+01 4.437551748752594172e+00 9.493919597938656807e+02 3.904243681021034718e+01
8.229374973475933608e-01 9.760616716742516186e-01 7.293347544968128426e-01 5.761286368593573903e-02 3.195176024734973641e-01 2.169248097110539675e+01 4.665515064820647595e+00 3.170521052554249763e+02 4.016373107023537159e+01
7.548006762564182237e-01 9.482291891425848052e-01 6.398751836270093474e-01 4.692277003079652758e-02 3.762730978429317252e-01 3.478957079816609621e+01 4.459941811487079022e+00 7.941847507841885090e+02 3.930006076022982597e+01
7.886612422764300856e-01 9.998213525861501250e-01 6.740161967277527033e-01 5.159740021452307451e-02 3.552356608211994504e-01 2.751094059087336063e+01 4.514516244456172167e+00 1.170035458076745272e+03 3.995599151961505413e+01
8.792353497445584143e-01 9.269888511300087286e-01 6.445668477565049681e-01 4.356414902955293988e-02 2.583291231095790619e-01 2.566296384669840336e+01 4.310909804329275730e+00 7.471822472289204597e+02 4.056837961077690125e+01
8.783821077644825559e-01 9.806914280354976921e-01 6.721387075260281119e-01 5.343109605833887971e-02 2.802156768739223480e-01 2.058550998102873564e+01 4.365791016072035013e+00 6.929358012042939663e+02 4.043959617987275124e+01
7.890335677564144223e-01 9.334454739838838888e-01 6.426943854615092544e-01 4.140819486230611773e-02 3.833869393169879736e-01 3.367893769871443510e+01 4.558850527554750620e+00 1.114037722349166870e+03 3.908477685786783695e+01
7.525045041739940599e-01 9.644512397795915737e-01 7.237117723003029246e-01 5.741471705958246796e-02 3.243816517293452995e-01 2.874223012477159500e+01 4.416776100546121242e+00 8.498524188995361328e+02 3.967909214645624161e+01
8.244450546801089796e-01 9.522053055465221627e-01 6.342480891570448920e-01 4.804865833371877587e-02 2.613711972534656369e-01 2.689791548997163773e+01 4.607896270602941158e+00 3.709693855606019497e+02 4.078470540605485439e+01
8.507392765581608396e-01 9.787414272874593868e-01 6.597879409044981047e-01 4.705304678529501072e-02 2.465223702788352789e-01 2.367610874585807323e+01 4.482667538896203396e+00 8.915194085799157619e+02 3.992121983133256435e+01
7.613761071860790652e-01 9.458692577481270236e-01 6.902031721174717305e-01 5.778631327673793006e-02 3.496009546518326072e-01 3.302045377902686596e+01 4.692731447890401419e+00 4.126372084021568298e+02 4.055834386497735977e+01
8.151717494428157851e-01 9.974815580248832525e-01 6.232185292989015357e-01 4.369289990514516747e-02 3.682555982470512301e-01 2.951791635248810053e+01 4.331735717132687569e+00 6.230340287089347839e+02 4.021295998431742191e+01
8.870976324379444833e-01 9.296094074100256233e-01 7.136458116769790472e-01 5.177054462954401581e-02 3.050155943632125721e-01 2.392451545689254999e+01 4.543742114678025246e+00 1.044135116692632437e+03 3.932711816206574440e+01
8.965685020387172965e-01 9.665015089511871382e-01 6.167146935686469433e-01 5.985880486667155553e-02 3.996481618285179227e-01 2.608295125886797905e+01 4.468668188154697241e+00 9.593871144577860832e+02 3.986625032126903534e+01
8.060134585201740309e-01 9.593736838549375978e-01 7.072590208426117186e-01 4.561402374878525956e-02 2.964770323038101174e-01 2.793092800304293633e+01 4.656663361191749395e+00 4.820404269732534885e+02 4.072253581695258617e+01
7.724484504759311365e-01 9.877418094128370685e-01 6.664089639112352748e-01 5.087489657104014851e-02 2.751295205950736733e-01 3.471380015369504690e+01 4.317707514762878063e+00 5.537380733527243137e+02 4.000224396213889122e+01
8.406043545901775715e-01 9.356139642000198542e-01 6.969415261223912417e-01 4.397445792332291270e-02 3.381398028135299549e-01 2.161671032663434744e+01 4.507642035186290919e+00 9.763798205181956291e+02 3.939711766131222248e+01
8.342332856357097537e-01 9.940632323175668805e-01 7.154499843716621843e-01 4.121985847130418129e-02 3.533401905000209675e-01 2.472134057898074389e+01 4.382822139188647270e+00 7.360823644325137138e+02 4.027586202509701252e+01
7.436538471281528562e-01 9.213091810047626673e-01 6.258692572265863729e-01 5.425305359065532573e-02 2.502617771923542067e-01 3.031840358395129442e+01 4.591703545674681308e+00 1.158723231498152018e+03 3.913922759518027306e+01
7.997983153164386350e-01 9.703229130804539304e-01 6.807520572841166961e-01 4.957968229427933693e-02 3.112568138539791307e-01 3.197477688081562519e+01 4.433827206119895337e+00 8.050579332746565342e+02 3.960863491706550121e+01
8.679297862946987463e-01 9.425688431411981538e-01 6.511904051154852047e-01 5.526975564658641316e-02 3.744966836273670441e-01 2.262676973827183247e+01 4.640766118094325599e+00 3.277121258899569511e+02 4.099594025313854218e+01
8.601202736794948400e-01 9.735595631599426314e-01 7.026181652396916721e-01 4.267848718911409350e-02 2.684351991117000513e-01 3.118493065703660250e+01 4.573038582876324476e+00 7.597345897927880287e+02 4.063011225499212742e+01
7.919828231632709548e-01 9.407264529913663687e-01 6.122167532145976754e-01 5.215988328680395969e-02 3.251857347786426544e-01 2.553199187386780977e+01 4.351657224074005903e+00 3.370791164226830006e+02 3.976741831377148628e+01
7.458443106710910264e-01 9.923191874474287522e-01 6.941700432449579017e-01 4.681986499577760891e-02 3.863424740731716267e-01 2.200293608941137791e+01 4.622027960792183698e+00 6.986856845207512379e+02 3.948484151624143124e+01
8.364178268611430767e-01 9.244860953092575162e-01 6.637879922986030801e-01 5.864442100748419595e-02 2.894311292469501362e-01 3.140493073500692844e+01 4.402589001134037616e+00 1.176046098209917545e+03 4.009820731729269028e+01
8.477899448573589236e-01 9.858367077261209754e-01 6.302496363595128104e-01 5.655416777357458874e-02 3.045527073740958990e-01 2.806413555517792702e+01 4.675473997741938170e+00 5.434750104323029518e+02 3.922685965150594711e+01
7.796378649771213976e-01 9.386298222839832839e-01 7.197396476194262149e-01 4.828428138047456686e-02 3.615523236989974798e-01 2.616211408749222755e+01 4.499978872388600948e+00 1.020834557432681322e+03 4.037173407338559628e+01
8.031990535557269606e-01 9.695769502222537639e-01 6.536941051855683638e-01 5.303931584581732250e-02 3.400443252921104831e-01 2.125564375426620245e+01 4.526428305357694803e+00 9.429603201337158680e+02 4.090336434915661812e+01
8.937579022347927893e-01 9.573700843006373029e-01 6.831720652803778826e-01 4.242504883557558087e-02 2.432061272859573353e-01 3.440855213906615973e+01 4.348993737250566483e+00 5.203057134523987770e+02 3.950965007580816746e+01
8.849083848297596422e-01 9.992524586617946847e-01 6.471901279687881647e-01 4.934159623458981431e-02 3.314275643229484536e-01 3.223448260687291622e+01 4.673968878015876349e+00 6.043138551525771618e+02 3.904695115797221661e+01
8.129860018193721949e-01 9.264593482762575327e-01 6.767854190617799137e-01 5.613276287913322726e-02 2.746768945455551059e-01 2.282882585190236568e+01 4.451404921337962506e+00 1.083210628107190132e+03 4.041110908985137939e+01
7.691868452727794736e-01 9.754925698786973687e-01 6.368708004057407335e-01 4.020050333812832943e-02 2.931697544455528215e-01 2.445313046220690012e+01 4.524906254932284710e+00 8.806932795792818069e+02 4.081770932860672474e+01
8.585535337030887337e-01 9.476994411647320371e-01 7.264778565615415129e-01 5.464732989668846103e-02 3.900812703371048240e-01 3.010973135475069284e+01 4.300399905070662498e+00 4.595776188187301159e+02 3.970483265444636345e+01
8.272606660425663172e-01 9.613538261502981852e-01 6.859083932265639394e-01 5.048794433474540488e-02 3.753112576901912467e-01 3.356772806029766798e+01 4.577563554048538208e+00 8.099151673726737499e+02 4.059119496867060661e+01
7.553138880431652380e-01 9.541869321465492604e-01 6.554090121760963727e-01 4.498648868873715567e-02 3.183114691078662850e-01 2.041115756612271070e+01 4.397003994882107136e+00 3.888003531843423843e+02 3.994680798240005970e+01
7.818492124974727453e-01 9.826136192679405523e-01 7.112313775345683320e-01 5.900312170386314004e-02 2.594667397439479606e-01 2.722237862646579742e+01 4.626584835350513458e+00 6.468571309000253677e+02 3.928920114040374756e+01
8.711914677917957928e-01 9.304467060416937718e-01 6.207129215076565565e-01 4.584478544071316636e-02 3.563050706684589564e-01 2.912806220352649689e+01 4.447964712977409363e+00 1.125753057282418013e+03 4.018438111059367657e+01
8.730040325224399655e-01 9.631683031469583378e-01 6.688360286876559035e-01 4.213372036814689442e-02 3.088209375739097706e-01 2.986830256413668394e+01 4.616942850500345585e+00 1.069152836222201586e+03 3.979674846865236759e+01
7.848903863131999614e-01 9.509614367783070232e-01 6.984384222701192080e-01 5.270587312057613966e-02 3.669874888658523626e-01 2.427032403182238340e+01 4.408439912647009074e+00 5.900509262457489967e+02 4.068281904235482216e+01
7.585324512422084720e-01 9.819279815256595212e-01 6.153936001285910118e-01 4.861703738570213179e-02 3.458004805445671348e-01 2.308487530797719955e+01 4.566310148686170578e+00 4.456202471628785133e+02 4.008847323618829250e+01
8.292078955471515744e-01 9.347210965305566832e-01 7.050077444687485873e-01 5.684603022411465617e-02 2.477856200933456488e-01 3.243196692317724228e+01 4.358992768079041902e+00 8.665015918202698231e+02 3.945160872489213943e+01
8.553367884457111492e-01 9.962279200553894043e-01 6.789695309102534715e-01 5.835072742775082588e-02 2.626044569909572468e-01 2.932563151232898235e+01 4.531475220993161024e+00 4.030186501331627369e+02 4.031512100249528885e+01
7.672378097474574776e-01 9.283948289602995674e-01 6.484630616754293309e-01 4.648893997073173801e-02 3.206880576908588409e-01 2.747857029549777508e+01 4.343101674690842628e+00 8.239008614793419838e+02 3.920924822054803371e+01
8.111752812564373416e-01 9.799682229012250945e-01 7.174156305193900574e-01 5.249027417972683407e-02 3.821488116681576175e-01 2.022820724640041590e+01 4.682051417604088606e+00 1.139989376999437809e+03 3.955460158362984657e+01
8.818653549253940849e-01 9.471351116895675437e-01 6.268900720030069484e-01 4.297286733984947288e-02 2.839141292870044908e-01 3.332621260080486536e+01 4.492495270445942879e+00 6.608866003341972828e+02 4.090919215418398380e+01
8.919660310447216078e-01 9.890174623578786850e-01 7.259117970243096352e-01 4.613939454779028559e-02 3.707293139398097903e-01 3.161751767620444298e+01 4.517567467689514338e+00 3.510270182043313980e+02 4.040131008438766003e+01
8.001370312273502483e-01 9.368505492806434853e-01 6.355032825097441940e-01 5.933374155312776121e-02 3.125626285374164537e-01 2.227408817037940025e+01 4.307125096023082911e+00 7.738876285962760448e+02 3.901377572119235992e+01
7.764401121437549680e-01 9.652575907111168307e-01 6.705905525758861785e-01 4.465518226847052519e-02 2.540242408215999670e-01 2.530478594359010458e+01 4.668126930296421229e+00 1.189893579762428999e+03 3.973409809358417988e+01
8.458220599591732558e-01 9.580906965583563251e-01 6.402014134451746719e-01 5.019386935979128217e-02 3.520392723381519651e-01 3.089910236652940512e+01 4.456498995423316956e+00 7.127674821764230728e+02 4.087047326192259789e+01
8.396161673963069561e-01 9.715887938439846661e-01 6.221318072825670065e-01 5.493957389146089665e-02 3.369469961524009793e-01 3.412263717968016863e+01 4.634065577015280546e+00 1.006726150587201118e+03 3.999170219525694847e+01
7.478116007149219202e-01 9.437956643849612082e-01 7.116289067268370960e-01 4.053364088758826256e-02 2.788632231950760043e-01 2.102829393465071917e+01 4.441384432837367058e+00 5.295992064289748669e+02 4.059708775766193867e+01
7.937753273546696020e-01 9.928486079722642632e-01 6.624493842571973490e-01 5.579909134656190622e-02 2.976747462153434554e-01 2.643340838141739368e+01 4.583464963361620903e+00 5.061792838387191296e+02 4.012771095335483551e+01
8.631816701591015217e-01 9.200554983317852376e-01 6.919344468414783123e-01 4.905003895983099660e-02 3.959095615148544578e-01 2.827680748887360096e+01 4.391966425999998869e+00 9.290407408028841019e+02 3.927165448479354382e+01
8.659924273192882715e-01 9.910826738923788071e-01 6.383622069656849085e-01 5.147830063477158713e-02 2.420174381136894204e-01 2.184360154438763857e+01 4.422573796287179171e+00 4.961119517683982849e+02 3.910232331231236458e+01
7.965895654261112568e-01 9.232105234265327587e-01 7.289140801876783371e-01 4.335976235568523435e-02 3.437726849317550570e-01 3.499925651121884584e+01 4.602754892781376839e+00 9.732517889700829983e+02 4.049626659788191319e+01
7.406223340332508398e-01 9.748424693942070451e-01 6.449296927452087269e-01 5.811998480930924416e-02 3.627361449599266208e-01 2.771871299482882023e+01 4.373180155828594984e+00 9.905431858263909817e+02 4.077881287783384323e+01
8.324304388463497073e-01 9.419702997058629901e-01 6.754698152095078845e-01 4.734460406005382149e-02 3.008292061090469538e-01 2.581211389042437077e+01 4.552178740873932483e+00 5.676688358187675476e+02 3.963419773243367672e+01
8.436376856267452373e-01 9.683502100408077906e-01 7.085095236822962494e-01 4.775404922664165663e-02 2.856581209599972082e-01 2.235607625916600227e+01 4.325790058821439743e+00 1.144820791482925415e+03 4.050557973049581051e+01
7.742494912445545552e-01 9.561042750626802533e-01 6.189212362840771364e-01 5.708409721031784678e-02 3.876527209579944677e-01 3.176264854148030281e+01 4.548732382804155705e+00 7.219456083141267300e+02 3.989195465296506882e+01
8.079526616632938252e-01 9.870903188735247191e-01 6.869383668527007103e-01 4.173950128257274822e-02 3.289636121690273640e-01 3.060377494897693396e+01 4.475237152725457968e+00 3.138191289268434048e+02 3.936029385961592197e+01
8.997753958404064445e-01 9.398443655669689312e-01 6.573691687360405655e-01 5.372517103329300936e-02 2.671200926601886572e-01 2.494808958377689123e+01 4.699365135282278061e+00 7.909597992897033691e+02 4.022275878861546516e+01
8.890558375418186055e-01 9.767365197092294782e-01 6.954343882948159639e-01 5.556344922631979016e-02 3.575339125096798076e-01 2.664126521907746792e+01 4.324388648197055041e+00 1.099856361094862223e+03 4.071670773625373840e+01
8.183598034083843231e-01 9.489824493229389590e-01 6.659825202822684531e-01 4.991060731932520783e-02 2.557787986099719912e-01 2.854420221410691738e+01 4.500262242183088901e+00 6.789612902328372002e+02 3.982129902951419353e+01
7.644282780587673409e-01 9.979767645895480932e-01 7.001306899636983161e-01 5.392266269773245135e-02 3.170875345170497961e-01 3.392091008368879557e+01 4.473806705698370578e+00 3.566961837932467461e+02 3.941472930833697319e+01
8.525213153660297083e-01 9.252227137237787336e-01 6.106594465672969818e-01 4.092547832056880192e-02 3.789943011105060822e-01 2.076891722623258829e+01 4.650862805172801373e+00 8.358118199743330479e+02 4.005885675735771656e+01
8.213934715092182648e-01 9.838282692432404053e-01 6.516680485382675414e-01 4.426578639075159916e-02 3.938919517397880821e-01 2.410778048913925886e+01 4.427202482521534144e+00 4.266494848765432835e+02 3.917246011085808277e+01
7.507218705117701951e-01 9.317004250735044790e-01 6.820908400043844688e-01 5.120833929628133829e-02 2.918975228071212791e-01 2.975980374496430159e+01 4.648205468058586476e+00 9.057660011574625969e+02 4.028559632226824760e+01
7.870759956538677660e-01 9.600878911465406951e-01 6.319754143431782767e-01 4.528126774355769463e-02 2.708613070845604098e-01 3.282251253724098206e+01 4.377828627824783325e+00 1.058137950114905834e+03 4.094323368184268475e+01
